length - 1.4, depth- 1.4, width- 1.2, dia- 1, dia big- 0.1, dia small - 0.05

3373 atoms
1 atom types

-0.7 0.7 xlo xhi
-0.7 0.7 ylo yhi
-1 1 zlo zhi

Atoms

1	1	1	0	0.50	0.00	-0.60
2	2	1	0	0.50	0.00	-0.55
3	3	1	0	0.50	0.00	-0.50
4	4	1	0	0.50	0.00	-0.45
5	5	1	0	0.50	0.00	-0.40
6	6	1	0	0.50	0.00	-0.35
7	7	1	0	0.50	0.00	-0.30
8	8	1	0	0.50	0.00	-0.25
9	9	1	0	0.50	0.00	-0.20
10	10	1	0	0.50	0.00	-0.15
11	11	1	0	0.50	0.00	-0.10
12	12	1	0	0.50	0.00	-0.05
13	13	1	0	0.50	0.00	0.00
14	14	1	0	0.50	0.00	0.05
15	15	1	0	0.50	0.00	0.10
16	16	1	0	0.50	0.00	0.15
17	17	1	0	0.50	0.00	0.20
18	18	1	0	0.50	0.00	0.25
19	19	1	0	0.50	0.00	0.30
20	20	1	0	0.50	0.00	0.35
21	21	1	0	0.50	0.00	0.40
22	22	1	0	0.50	0.00	0.45
23	23	1	0	0.50	0.00	0.50
24	24	1	0	0.50	0.00	0.55
25	25	1	0	0.50	0.00	0.60
26	26	1	0	0.50	0.02	-0.60
27	27	1	0	0.50	0.02	-0.55
28	28	1	0	0.50	0.02	-0.50
29	29	1	0	0.50	0.02	-0.45
30	30	1	0	0.50	0.02	-0.40
31	31	1	0	0.50	0.02	-0.35
32	32	1	0	0.50	0.02	-0.30
33	33	1	0	0.50	0.02	-0.25
34	34	1	0	0.50	0.02	-0.20
35	35	1	0	0.50	0.02	-0.15
36	36	1	0	0.50	0.02	-0.10
37	37	1	0	0.50	0.02	-0.05
38	38	1	0	0.50	0.02	0.00
39	39	1	0	0.50	0.02	0.05
40	40	1	0	0.50	0.02	0.10
41	41	1	0	0.50	0.02	0.15
42	42	1	0	0.50	0.02	0.20
43	43	1	0	0.50	0.02	0.25
44	44	1	0	0.50	0.02	0.30
45	45	1	0	0.50	0.02	0.35
46	46	1	0	0.50	0.02	0.40
47	47	1	0	0.50	0.02	0.45
48	48	1	0	0.50	0.02	0.50
49	49	1	0	0.50	0.02	0.55
50	50	1	0	0.50	0.02	0.60
51	51	1	0	0.50	0.05	-0.60
52	52	1	0	0.50	0.05	-0.55
53	53	1	0	0.50	0.05	-0.50
54	54	1	0	0.50	0.05	-0.45
55	55	1	0	0.50	0.05	-0.40
56	56	1	0	0.50	0.05	-0.35
57	57	1	0	0.50	0.05	-0.30
58	58	1	0	0.50	0.05	-0.25
59	59	1	0	0.50	0.05	-0.20
60	60	1	0	0.50	0.05	-0.15
61	61	1	0	0.50	0.05	-0.10
62	62	1	0	0.50	0.05	-0.05
63	63	1	0	0.50	0.05	0.00
64	64	1	0	0.50	0.05	0.05
65	65	1	0	0.50	0.05	0.10
66	66	1	0	0.50	0.05	0.15
67	67	1	0	0.50	0.05	0.20
68	68	1	0	0.50	0.05	0.25
69	69	1	0	0.50	0.05	0.30
70	70	1	0	0.50	0.05	0.35
71	71	1	0	0.50	0.05	0.40
72	72	1	0	0.50	0.05	0.45
73	73	1	0	0.50	0.05	0.50
74	74	1	0	0.50	0.05	0.55
75	75	1	0	0.50	0.05	0.60
76	76	1	0	0.49	0.07	-0.60
77	77	1	0	0.49	0.07	-0.55
78	78	1	0	0.49	0.07	-0.50
79	79	1	0	0.49	0.07	-0.45
80	80	1	0	0.49	0.07	-0.40
81	81	1	0	0.49	0.07	-0.35
82	82	1	0	0.49	0.07	-0.30
83	83	1	0	0.49	0.07	-0.25
84	84	1	0	0.49	0.07	-0.20
85	85	1	0	0.49	0.07	-0.15
86	86	1	0	0.49	0.07	-0.10
87	87	1	0	0.49	0.07	-0.05
88	88	1	0	0.49	0.07	0.00
89	89	1	0	0.49	0.07	0.05
90	90	1	0	0.49	0.07	0.10
91	91	1	0	0.49	0.07	0.15
92	92	1	0	0.49	0.07	0.20
93	93	1	0	0.49	0.07	0.25
94	94	1	0	0.49	0.07	0.30
95	95	1	0	0.49	0.07	0.35
96	96	1	0	0.49	0.07	0.40
97	97	1	0	0.49	0.07	0.45
98	98	1	0	0.49	0.07	0.50
99	99	1	0	0.49	0.07	0.55
100	100	1	0	0.49	0.07	0.60
101	101	1	0	0.49	0.10	-0.60
102	102	1	0	0.49	0.10	-0.55
103	103	1	0	0.49	0.10	-0.50
104	104	1	0	0.49	0.10	-0.45
105	105	1	0	0.49	0.10	-0.40
106	106	1	0	0.49	0.10	-0.35
107	107	1	0	0.49	0.10	-0.30
108	108	1	0	0.49	0.10	-0.25
109	109	1	0	0.49	0.10	-0.20
110	110	1	0	0.49	0.10	-0.15
111	111	1	0	0.49	0.10	-0.10
112	112	1	0	0.49	0.10	-0.05
113	113	1	0	0.49	0.10	0.00
114	114	1	0	0.49	0.10	0.05
115	115	1	0	0.49	0.10	0.10
116	116	1	0	0.49	0.10	0.15
117	117	1	0	0.49	0.10	0.20
118	118	1	0	0.49	0.10	0.25
119	119	1	0	0.49	0.10	0.30
120	120	1	0	0.49	0.10	0.35
121	121	1	0	0.49	0.10	0.40
122	122	1	0	0.49	0.10	0.45
123	123	1	0	0.49	0.10	0.50
124	124	1	0	0.49	0.10	0.55
125	125	1	0	0.49	0.10	0.60
126	126	1	0	0.48	0.12	-0.60
127	127	1	0	0.48	0.12	-0.55
128	128	1	0	0.48	0.12	-0.50
129	129	1	0	0.48	0.12	-0.45
130	130	1	0	0.48	0.12	-0.40
131	131	1	0	0.48	0.12	-0.35
132	132	1	0	0.48	0.12	-0.30
133	133	1	0	0.48	0.12	-0.25
134	134	1	0	0.48	0.12	-0.20
135	135	1	0	0.48	0.12	-0.15
136	136	1	0	0.48	0.12	-0.10
137	137	1	0	0.48	0.12	-0.05
138	138	1	0	0.48	0.12	0.00
139	139	1	0	0.48	0.12	0.05
140	140	1	0	0.48	0.12	0.10
