,0,1,2
825,-22.0,14.0,-10.0
826,-22.0,14.0,10.0
827,-22.0,15.0,-10.0
828,-22.0,15.0,10.0
829,-22.0,16.0,-10.0
830,-22.0,16.0,10.0
831,-22.0,17.0,-10.0
832,-22.0,17.0,10.0
833,-22.0,18.0,-10.0
834,-22.0,18.0,10.0
835,-22.0,19.0,-10.0
836,-22.0,19.0,10.0
837,-22.0,20.0,-10.0
838,-22.0,20.0,10.0
839,-22.0,21.0,-10.0
840,-22.0,21.0,10.0
841,-22.0,22.0,-10.0
842,-22.0,22.0,10.0
843,-22.0,23.0,-10.0
844,-22.0,23.0,10.0
845,-22.0,24.0,-10.0
846,-22.0,24.0,10.0
847,-22.0,25.0,-10.0
848,-22.0,25.0,10.0
849,-21.0,-25.0,-10.0
850,-21.0,-25.0,10.0
851,-21.0,-24.0,-10.0
852,-21.0,-24.0,10.0
853,-21.0,-23.0,-10.0
854,-21.0,-23.0,10.0
855,-21.0,-22.0,-10.0
856,-21.0,-22.0,10.0
857,-21.0,-21.0,-10.0
858,-21.0,-21.0,10.0
859,-21.0,-20.0,-10.0
860,-21.0,-20.0,10.0
861,-21.0,-19.0,-10.0
862,-21.0,-19.0,10.0
863,-21.0,-18.0,-10.0
864,-21.0,-18.0,10.0
865,-21.0,-17.0,-10.0
866,-21.0,-17.0,10.0
867,-21.0,-16.0,-10.0
868,-21.0,-16.0,10.0
869,-21.0,-15.0,-10.0
870,-21.0,-15.0,10.0
871,-21.0,-14.0,-10.0
872,-21.0,-14.0,10.0
873,-21.0,-13.0,-10.0
874,-21.0,-13.0,10.0
875,-21.0,-12.0,-10.0
876,-21.0,-12.0,10.0
877,-21.0,-11.0,-10.0
878,-21.0,-11.0,10.0
879,-21.0,-10.0,-10.0
880,-21.0,-10.0,10.0
881,-21.0,-9.0,-10.0
882,-21.0,-9.0,10.0
883,-21.0,-8.0,-10.0
884,-21.0,-8.0,10.0
885,-21.0,-7.0,-10.0
886,-21.0,-7.0,10.0
887,-21.0,-6.0,-10.0
888,-21.0,-6.0,10.0
889,-21.0,-5.0,-10.0
890,-21.0,-5.0,10.0
891,-21.0,-4.0,-10.0
892,-21.0,-4.0,10.0
893,-21.0,-3.0,-10.0
894,-21.0,-3.0,10.0
895,-21.0,-2.0,-10.0
896,-21.0,-2.0,10.0
897,-21.0,-1.0,-10.0
898,-21.0,-1.0,10.0
899,-21.0,0.0,-10.0
900,-21.0,0.0,10.0
901,-21.0,1.0,-10.0
902,-21.0,1.0,10.0
903,-21.0,2.0,-10.0
904,-21.0,2.0,10.0
905,-21.0,3.0,-10.0
906,-21.0,3.0,10.0
907,-21.0,4.0,-10.0
908,-21.0,4.0,10.0
909,-21.0,5.0,-10.0
910,-21.0,5.0,10.0
911,-21.0,6.0,-10.0
912,-21.0,6.0,10.0
913,-21.0,7.0,-10.0
914,-21.0,7.0,10.0
915,-21.0,8.0,-10.0
916,-21.0,8.0,10.0
917,-21.0,9.0,-10.0
918,-21.0,9.0,10.0
919,-21.0,10.0,-10.0
920,-21.0,10.0,10.0
921,-21.0,11.0,-10.0
922,-21.0,11.0,10.0
923,-21.0,12.0,-10.0
924,-21.0,12.0,10.0
925,-21.0,13.0,-10.0
926,-21.0,13.0,10.0
927,-21.0,14.0,-10.0
928,-21.0,14.0,10.0
929,-21.0,15.0,-10.0
930,-21.0,15.0,10.0
931,-21.0,16.0,-10.0
932,-21.0,16.0,10.0
933,-21.0,17.0,-10.0
934,-21.0,17.0,10.0
935,-21.0,18.0,-10.0
936,-21.0,18.0,10.0
937,-21.0,19.0,-10.0
938,-21.0,19.0,10.0
939,-21.0,20.0,-10.0
940,-21.0,20.0,10.0
941,-21.0,21.0,-10.0
942,-21.0,21.0,10.0
943,-21.0,22.0,-10.0
944,-21.0,22.0,10.0
945,-21.0,23.0,-10.0
946,-21.0,23.0,10.0
947,-21.0,24.0,-10.0
948,-21.0,24.0,10.0
949,-21.0,25.0,-10.0
950,-21.0,25.0,10.0
951,-20.0,-25.0,-10.0
952,-20.0,-25.0,10.0
953,-20.0,-24.0,-10.0
954,-20.0,-24.0,10.0
955,-20.0,-23.0,-10.0
956,-20.0,-23.0,10.0
957,-20.0,-22.0,-10.0
958,-20.0,-22.0,10.0
959,-20.0,-21.0,-10.0
960,-20.0,-21.0,10.0
961,-20.0,-20.0,-10.0
962,-20.0,-20.0,10.0
963,-20.0,-19.0,-10.0
964,-20.0,-19.0,10.0
965,-20.0,-18.0,-10.0
966,-20.0,-18.0,10.0
967,-20.0,-17.0,-10.0
968,-20.0,-17.0,10.0
969,-20.0,-16.0,-10.0
970,-20.0,-16.0,10.0
971,-20.0,-15.0,-10.0
972,-20.0,-15.0,10.0
973,-20.0,-14.0,-10.0
974,-20.0,-14.0,10.0
975,-20.0,-13.0,-10.0
976,-20.0,-13.0,10.0
977,-20.0,-12.0,-10.0
978,-20.0,-12.0,10.0
979,-20.0,-11.0,-10.0
980,-20.0,-11.0,10.0
981,-20.0,-10.0,-10.0
982,-20.0,-10.0,10.0
983,-20.0,-9.0,-10.0
984,-20.0,-9.0,10.0
985,-20.0,-8.0,-10.0
986,-20.0,-8.0,10.0
987,-20.0,-7.0,-10.0
988,-20.0,-7.0,10.0
989,-20.0,-6.0,-10.0
990,-20.0,-6.0,10.0
991,-20.0,-5.0,-10.0
992,-20.0,-5.0,10.0
993,-20.0,-4.0,-10.0
994,-20.0,-4.0,10.0
995,-20.0,-3.0,-10.0
996,-20.0,-3.0,10.0
997,-20.0,-2.0,-10.0
998,-20.0,-2.0,10.0
999,-20.0,-1.0,-10.0
1000,-20.0,-1.0,10.0
1001,-20.0,0.0,-10.0
1002,-20.0,0.0,10.0
1003,-20.0,1.0,-10.0
1004,-20.0,1.0,10.0
1005,-20.0,2.0,-10.0
1006,-20.0,2.0,10.0
1007,-20.0,3.0,-10.0
1008,-20.0,3.0,10.0
1009,-20.0,4.0,-10.0
1010,-20.0,4.0,10.0
1011,-20.0,5.0,-10.0
1012,-20.0,5.0,10.0
1013,-20.0,6.0,-10.0
1014,-20.0,6.0,10.0
1015,-20.0,7.0,-10.0
1016,-20.0,7.0,10.0
1017,-20.0,8.0,-10.0
1018,-20.0,8.0,10.0
1019,-20.0,9.0,-10.0
1020,-20.0,9.0,10.0
1021,-20.0,10.0,-10.0
1022,-20.0,10.0,10.0
1023,-20.0,11.0,-10.0
1024,-20.0,11.0,10.0
1025,-20.0,12.0,-10.0
1026,-20.0,12.0,10.0
1027,-20.0,13.0,-10.0
1028,-20.0,13.0,10.0
1029,-20.0,14.0,-10.0
1030,-20.0,14.0,10.0
1031,-20.0,15.0,-10.0
1032,-20.0,15.0,10.0
1033,-20.0,16.0,-10.0
1034,-20.0,16.0,10.0
1035,-20.0,17.0,-10.0
1036,-20.0,17.0,10.0
1037,-20.0,18.0,-10.0
1038,-20.0,18.0,10.0
1039,-20.0,19.0,-10.0
1040,-20.0,19.0,10.0
1041,-20.0,20.0,-10.0
1042,-20.0,20.0,10.0
1043,-20.0,21.0,-10.0
1044,-20.0,21.0,10.0
1045,-20.0,22.0,-10.0
1046,-20.0,22.0,10.0
1047,-20.0,23.0,-10.0
1048,-20.0,23.0,10.0
1049,-20.0,24.0,-10.0
1050,-20.0,24.0,10.0
1051,-20.0,25.0,-10.0
1052,-20.0,25.0,10.0
1053,-19.0,-25.0,-10.0
1054,-19.0,-25.0,10.0
1055,-19.0,-24.0,-10.0
1056,-19.0,-24.0,10.0
1057,-19.0,-23.0,-10.0
1058,-19.0,-23.0,10.0
1059,-19.0,-22.0,-10.0
1060,-19.0,-22.0,10.0
1061,-19.0,-21.0,-10.0
1062,-19.0,-21.0,10.0
1063,-19.0,-20.0,-10.0
1064,-19.0,-20.0,10.0
1065,-19.0,-19.0,-10.0
1066,-19.0,-19.0,10.0
1067,-19.0,-18.0,-10.0
1068,-19.0,-18.0,10.0
1069,-19.0,-17.0,-10.0
1070,-19.0,-17.0,10.0
1071,-19.0,-16.0,-10.0
1072,-19.0,-16.0,10.0
1073,-19.0,-15.0,-10.0
1074,-19.0,-15.0,10.0
1075,-19.0,-14.0,-10.0
1076,-19.0,-14.0,10.0
1077,-19.0,-13.0,-10.0
1078,-19.0,-13.0,10.0
1079,-19.0,-12.0,-10.0
1080,-19.0,-12.0,10.0
1081,-19.0,-11.0,-10.0
1082,-19.0,-11.0,10.0
1083,-19.0,-10.0,-10.0
1084,-19.0,-10.0,10.0
1085,-19.0,-9.0,-10.0
1086,-19.0,-9.0,10.0
1087,-19.0,-8.0,-10.0
1088,-19.0,-8.0,10.0
1089,-19.0,-7.0,-10.0
1090,-19.0,-7.0,10.0
1091,-19.0,-6.0,-10.0
1092,-19.0,-6.0,10.0
1093,-19.0,-5.0,-10.0
1094,-19.0,-5.0,10.0
1095,-19.0,-4.0,-10.0
1096,-19.0,-4.0,10.0
1097,-19.0,-3.0,-10.0
1098,-19.0,-3.0,10.0
1099,-19.0,-2.0,-10.0
1100,-19.0,-2.0,10.0
1101,-19.0,-1.0,-10.0
1102,-19.0,-1.0,10.0
1103,-19.0,0.0,-10.0
1104,-19.0,0.0,10.0
1105,-19.0,1.0,-10.0
1106,-19.0,1.0,10.0
1107,-19.0,2.0,-10.0
1108,-19.0,2.0,10.0
1109,-19.0,3.0,-10.0
1110,-19.0,3.0,10.0
1111,-19.0,4.0,-10.0
1112,-19.0,4.0,10.0
1113,-19.0,5.0,-10.0
1114,-19.0,5.0,10.0
1115,-19.0,6.0,-10.0
1116,-19.0,6.0,10.0
1117,-19.0,7.0,-10.0
1118,-19.0,7.0,10.0
1119,-19.0,8.0,-10.0
1120,-19.0,8.0,10.0
1121,-19.0,9.0,-10.0
1122,-19.0,9.0,10.0
1123,-19.0,10.0,-10.0
1124,-19.0,10.0,10.0
1125,-19.0,11.0,-10.0
1126,-19.0,11.0,10.0
1127,-19.0,12.0,-10.0
1128,-19.0,12.0,10.0
1129,-19.0,13.0,-10.0
1130,-19.0,13.0,10.0
1131,-19.0,14.0,-10.0
1132,-19.0,14.0,10.0
1133,-19.0,15.0,-10.0
1134,-19.0,15.0,10.0
1135,-19.0,16.0,-10.0
1136,-19.0,16.0,10.0
1137,-19.0,17.0,-10.0
1138,-19.0,17.0,10.0
1139,-19.0,18.0,-10.0
1140,-19.0,18.0,10.0
1141,-19.0,19.0,-10.0
1142,-19.0,19.0,10.0
1143,-19.0,20.0,-10.0
1144,-19.0,20.0,10.0
1145,-19.0,21.0,-10.0
1146,-19.0,21.0,10.0
1147,-19.0,22.0,-10.0
1148,-19.0,22.0,10.0
1149,-19.0,23.0,-10.0
1150,-19.0,23.0,10.0
1151,-19.0,24.0,-10.0
1152,-19.0,24.0,10.0
1153,-19.0,25.0,-10.0
1154,-19.0,25.0,10.0
1155,-18.0,-25.0,-10.0
1156,-18.0,-25.0,10.0
1157,-18.0,-24.0,-10.0
1158,-18.0,-24.0,10.0
1159,-18.0,-23.0,-10.0
1160,-18.0,-23.0,10.0
1161,-18.0,-22.0,-10.0
1162,-18.0,-22.0,10.0
1163,-18.0,-21.0,-10.0
1164,-18.0,-21.0,10.0
1165,-18.0,-20.0,-10.0
1166,-18.0,-20.0,10.0
1167,-18.0,-19.0,-10.0
1168,-18.0,-19.0,10.0
1169,-18.0,-18.0,-10.0
1170,-18.0,-18.0,10.0
1171,-18.0,-17.0,-10.0
1172,-18.0,-17.0,10.0
1173,-18.0,-16.0,-10.0
1174,-18.0,-16.0,10.0
1175,-18.0,-15.0,-10.0
1176,-18.0,-15.0,10.0
1177,-18.0,-14.0,-10.0
1178,-18.0,-14.0,10.0
1179,-18.0,-13.0,-10.0
1180,-18.0,-13.0,10.0
1181,-18.0,-12.0,-10.0
1182,-18.0,-12.0,10.0
1183,-18.0,-11.0,-10.0
1184,-18.0,-11.0,10.0
1185,-18.0,-10.0,-10.0
1186,-18.0,-10.0,10.0
1187,-18.0,-9.0,-10.0
1188,-18.0,-9.0,10.0
1189,-18.0,-8.0,-10.0
1190,-18.0,-8.0,10.0
1191,-18.0,-7.0,-10.0
1192,-18.0,-7.0,10.0
1193,-18.0,-6.0,-10.0
1194,-18.0,-6.0,10.0
1195,-18.0,-5.0,-10.0
1196,-18.0,-5.0,10.0
1197,-18.0,-4.0,-10.0
1198,-18.0,-4.0,10.0
1199,-18.0,-3.0,-10.0
1200,-18.0,-3.0,10.0
1201,-18.0,-2.0,-10.0
1202,-18.0,-2.0,10.0
1203,-18.0,-1.0,-10.0
1204,-18.0,-1.0,10.0
1205,-18.0,0.0,-10.0
1206,-18.0,0.0,10.0
1207,-18.0,1.0,-10.0
1208,-18.0,1.0,10.0
1209,-18.0,2.0,-10.0
1210,-18.0,2.0,10.0
1211,-18.0,3.0,-10.0
1212,-18.0,3.0,10.0
1213,-18.0,4.0,-10.0
1214,-18.0,4.0,10.0
1215,-18.0,5.0,-10.0
1216,-18.0,5.0,10.0
1217,-18.0,6.0,-10.0
1218,-18.0,6.0,10.0
1219,-18.0,7.0,-10.0
1220,-18.0,7.0,10.0
1221,-18.0,8.0,-10.0
1222,-18.0,8.0,10.0
1223,-18.0,9.0,-10.0
1224,-18.0,9.0,10.0
1225,-18.0,10.0,-10.0
1226,-18.0,10.0,10.0
1227,-18.0,11.0,-10.0
1228,-18.0,11.0,10.0
1229,-18.0,12.0,-10.0
1230,-18.0,12.0,10.0
1231,-18.0,13.0,-10.0
1232,-18.0,13.0,10.0
1233,-18.0,14.0,-10.0
1234,-18.0,14.0,10.0
1235,-18.0,15.0,-10.0
1236,-18.0,15.0,10.0
1237,-18.0,16.0,-10.0
1238,-18.0,16.0,10.0
1239,-18.0,17.0,-10.0
1240,-18.0,17.0,10.0
1241,-18.0,18.0,-10.0
1242,-18.0,18.0,10.0
1243,-18.0,19.0,-10.0
1244,-18.0,19.0,10.0
1245,-18.0,20.0,-10.0
1246,-18.0,20.0,10.0
1247,-18.0,21.0,-10.0
1248,-18.0,21.0,10.0
1249,-18.0,22.0,-10.0
1250,-18.0,22.0,10.0
1251,-18.0,23.0,-10.0
1252,-18.0,23.0,10.0
1253,-18.0,24.0,-10.0
1254,-18.0,24.0,10.0
1255,-18.0,25.0,-10.0
1256,-18.0,25.0,10.0
1257,-17.0,-25.0,-10.0
1258,-17.0,-25.0,10.0
1259,-17.0,-24.0,-10.0
1260,-17.0,-24.0,10.0
1261,-17.0,-23.0,-10.0
1262,-17.0,-23.0,10.0
1263,-17.0,-22.0,-10.0
1264,-17.0,-22.0,10.0
1265,-17.0,-21.0,-10.0
1266,-17.0,-21.0,10.0
1267,-17.0,-20.0,-10.0
1268,-17.0,-20.0,10.0
1269,-17.0,-19.0,-10.0
1270,-17.0,-19.0,10.0
1271,-17.0,-18.0,-10.0
1272,-17.0,-18.0,10.0
1273,-17.0,-17.0,-10.0
1274,-17.0,-17.0,10.0
1275,-17.0,-16.0,-10.0
1276,-17.0,-16.0,10.0
1277,-17.0,-15.0,-10.0
1278,-17.0,-15.0,10.0
1279,-17.0,-14.0,-10.0
1280,-17.0,-14.0,10.0
1281,-17.0,-13.0,-10.0
1282,-17.0,-13.0,10.0
1283,-17.0,-12.0,-10.0
1284,-17.0,-12.0,10.0
1285,-17.0,-11.0,-10.0
1286,-17.0,-11.0,10.0
1287,-17.0,-10.0,-10.0
1288,-17.0,-10.0,10.0
1289,-17.0,-9.0,-10.0
1290,-17.0,-9.0,10.0
1291,-17.0,-8.0,-10.0
1292,-17.0,-8.0,10.0
1293,-17.0,-7.0,-10.0
1294,-17.0,-7.0,10.0
1295,-17.0,-6.0,-10.0
1296,-17.0,-6.0,10.0
1297,-17.0,-5.0,-10.0
1298,-17.0,-5.0,10.0
1299,-17.0,-4.0,-10.0
1300,-17.0,-4.0,10.0
1301,-17.0,-3.0,-10.0
1302,-17.0,-3.0,10.0
1303,-17.0,-2.0,-10.0
1304,-17.0,-2.0,10.0
1305,-17.0,-1.0,-10.0
1306,-17.0,-1.0,10.0
1307,-17.0,0.0,-10.0
1308,-17.0,0.0,10.0
1309,-17.0,1.0,-10.0
1310,-17.0,1.0,10.0
1311,-17.0,2.0,-10.0
1312,-17.0,2.0,10.0
1313,-17.0,3.0,-10.0
1314,-17.0,3.0,10.0
1315,-17.0,4.0,-10.0
1316,-17.0,4.0,10.0
1317,-17.0,5.0,-10.0
1318,-17.0,5.0,10.0
1319,-17.0,6.0,-10.0
1320,-17.0,6.0,10.0
1321,-17.0,7.0,-10.0
1322,-17.0,7.0,10.0
1323,-17.0,8.0,-10.0
1324,-17.0,8.0,10.0
1325,-17.0,9.0,-10.0
1326,-17.0,9.0,10.0
1327,-17.0,10.0,-10.0
1328,-17.0,10.0,10.0
1329,-17.0,11.0,-10.0
1330,-17.0,11.0,10.0
1331,-17.0,12.0,-10.0
1332,-17.0,12.0,10.0
1333,-17.0,13.0,-10.0
1334,-17.0,13.0,10.0
1335,-17.0,14.0,-10.0
1336,-17.0,14.0,10.0
1337,-17.0,15.0,-10.0
1338,-17.0,15.0,10.0
1339,-17.0,16.0,-10.0
1340,-17.0,16.0,10.0
1341,-17.0,17.0,-10.0
1342,-17.0,17.0,10.0
1343,-17.0,18.0,-10.0
1344,-17.0,18.0,10.0
1345,-17.0,19.0,-10.0
1346,-17.0,19.0,10.0
1347,-17.0,20.0,-10.0
1348,-17.0,20.0,10.0
1349,-17.0,21.0,-10.0
1350,-17.0,21.0,10.0
1351,-17.0,22.0,-10.0
1352,-17.0,22.0,10.0
1353,-17.0,23.0,-10.0
1354,-17.0,23.0,10.0
1355,-17.0,24.0,-10.0
1356,-17.0,24.0,10.0
1357,-17.0,25.0,-10.0
1358,-17.0,25.0,10.0
1359,-16.0,-25.0,-10.0
1360,-16.0,-25.0,10.0
1361,-16.0,-24.0,-10.0
1362,-16.0,-24.0,10.0
1363,-16.0,-23.0,-10.0
1364,-16.0,-23.0,10.0
1365,-16.0,-22.0,-10.0
1366,-16.0,-22.0,10.0
1367,-16.0,-21.0,-10.0
1368,-16.0,-21.0,10.0
1369,-16.0,-20.0,-10.0
1370,-16.0,-20.0,10.0
1371,-16.0,-19.0,-10.0
1372,-16.0,-19.0,10.0
1373,-16.0,-18.0,-10.0
1374,-16.0,-18.0,10.0
1375,-16.0,-17.0,-10.0
1376,-16.0,-17.0,10.0
1377,-16.0,-16.0,-10.0
1378,-16.0,-16.0,10.0
1379,-16.0,-15.0,-10.0
1380,-16.0,-15.0,10.0
1381,-16.0,-14.0,-10.0
1382,-16.0,-14.0,10.0
1383,-16.0,-13.0,-10.0
1384,-16.0,-13.0,10.0
1385,-16.0,-12.0,-10.0
1386,-16.0,-12.0,10.0
1387,-16.0,-11.0,-10.0
1388,-16.0,-11.0,10.0
1389,-16.0,-10.0,-10.0
1390,-16.0,-10.0,10.0
1391,-16.0,-9.0,-10.0
1392,-16.0,-9.0,10.0
1393,-16.0,-8.0,-10.0
1394,-16.0,-8.0,10.0
1395,-16.0,-7.0,-10.0
1396,-16.0,-7.0,10.0
1397,-16.0,-6.0,-10.0
1398,-16.0,-6.0,10.0
1399,-16.0,-5.0,-10.0
1400,-16.0,-5.0,10.0
1401,-16.0,-4.0,-10.0
1402,-16.0,-4.0,10.0
1403,-16.0,-3.0,-10.0
1404,-16.0,-3.0,10.0
1405,-16.0,-2.0,-10.0
1406,-16.0,-2.0,10.0
1407,-16.0,-1.0,-10.0
1408,-16.0,-1.0,10.0
1409,-16.0,0.0,-10.0
1410,-16.0,0.0,10.0
1411,-16.0,1.0,-10.0
1412,-16.0,1.0,10.0
1413,-16.0,2.0,-10.0
1414,-16.0,2.0,10.0
1415,-16.0,3.0,-10.0
1416,-16.0,3.0,10.0
1417,-16.0,4.0,-10.0
1418,-16.0,4.0,10.0
1419,-16.0,5.0,-10.0
1420,-16.0,5.0,10.0
1421,-16.0,6.0,-10.0
1422,-16.0,6.0,10.0
1423,-16.0,7.0,-10.0
1424,-16.0,7.0,10.0
1425,-16.0,8.0,-10.0
1426,-16.0,8.0,10.0
1427,-16.0,9.0,-10.0
1428,-16.0,9.0,10.0
1429,-16.0,10.0,-10.0
1430,-16.0,10.0,10.0
1431,-16.0,11.0,-10.0
1432,-16.0,11.0,10.0
1433,-16.0,12.0,-10.0
1434,-16.0,12.0,10.0
1435,-16.0,13.0,-10.0
1436,-16.0,13.0,10.0
1437,-16.0,14.0,-10.0
1438,-16.0,14.0,10.0
1439,-16.0,15.0,-10.0
1440,-16.0,15.0,10.0
1441,-16.0,16.0,-10.0
1442,-16.0,16.0,10.0
1443,-16.0,17.0,-10.0
1444,-16.0,17.0,10.0
1445,-16.0,18.0,-10.0
1446,-16.0,18.0,10.0
1447,-16.0,19.0,-10.0
1448,-16.0,19.0,10.0
1449,-16.0,20.0,-10.0
1450,-16.0,20.0,10.0
1451,-16.0,21.0,-10.0
1452,-16.0,21.0,10.0
1453,-16.0,22.0,-10.0
1454,-16.0,22.0,10.0
1455,-16.0,23.0,-10.0
1456,-16.0,23.0,10.0
1457,-16.0,24.0,-10.0
1458,-16.0,24.0,10.0
1459,-16.0,25.0,-10.0
1460,-16.0,25.0,10.0
1461,-15.0,-25.0,-10.0
1462,-15.0,-25.0,10.0
1463,-15.0,-24.0,-10.0
1464,-15.0,-24.0,10.0
1465,-15.0,-23.0,-10.0
1466,-15.0,-23.0,10.0
1467,-15.0,-22.0,-10.0
1468,-15.0,-22.0,10.0
1469,-15.0,-21.0,-10.0
1470,-15.0,-21.0,10.0
1471,-15.0,-20.0,-10.0
1472,-15.0,-20.0,10.0
1473,-15.0,-19.0,-10.0
1474,-15.0,-19.0,10.0
1475,-15.0,-18.0,-10.0
1476,-15.0,-18.0,10.0
1477,-15.0,-17.0,-10.0
1478,-15.0,-17.0,10.0
1479,-15.0,-16.0,-10.0
1480,-15.0,-16.0,10.0
1481,-15.0,-15.0,-10.0
1482,-15.0,-15.0,10.0
1483,-15.0,-14.0,-10.0
1484,-15.0,-14.0,10.0
1485,-15.0,-13.0,-10.0
1486,-15.0,-13.0,10.0
1487,-15.0,-12.0,-10.0
1488,-15.0,-12.0,10.0
1489,-15.0,-11.0,-10.0
1490,-15.0,-11.0,10.0
1491,-15.0,-10.0,-10.0
1492,-15.0,-10.0,10.0
1493,-15.0,-9.0,-10.0
1494,-15.0,-9.0,10.0
1495,-15.0,-8.0,-10.0
1496,-15.0,-8.0,10.0
1497,-15.0,-7.0,-10.0
1498,-15.0,-7.0,10.0
1499,-15.0,-6.0,-10.0
1500,-15.0,-6.0,10.0
1501,-15.0,-5.0,-10.0
1502,-15.0,-5.0,10.0
1503,-15.0,-4.0,-10.0
1504,-15.0,-4.0,10.0
1505,-15.0,-3.0,-10.0
1506,-15.0,-3.0,10.0
1507,-15.0,-2.0,-10.0
1508,-15.0,-2.0,10.0
1509,-15.0,-1.0,-10.0
1510,-15.0,-1.0,10.0
1511,-15.0,0.0,-10.0
1512,-15.0,0.0,10.0
1513,-15.0,1.0,-10.0
1514,-15.0,1.0,10.0
1515,-15.0,2.0,-10.0
1516,-15.0,2.0,10.0
1517,-15.0,3.0,-10.0
1518,-15.0,3.0,10.0
1519,-15.0,4.0,-10.0
1520,-15.0,4.0,10.0
1521,-15.0,5.0,-10.0
1522,-15.0,5.0,10.0
1523,-15.0,6.0,-10.0
1524,-15.0,6.0,10.0
1525,-15.0,7.0,-10.0
1526,-15.0,7.0,10.0
1527,-15.0,8.0,-10.0
1528,-15.0,8.0,10.0
1529,-15.0,9.0,-10.0
1530,-15.0,9.0,10.0
1531,-15.0,10.0,-10.0
1532,-15.0,10.0,10.0
1533,-15.0,11.0,-10.0
1534,-15.0,11.0,10.0
1535,-15.0,12.0,-10.0
1536,-15.0,12.0,10.0
1537,-15.0,13.0,-10.0
1538,-15.0,13.0,10.0
1539,-15.0,14.0,-10.0
1540,-15.0,14.0,10.0
1541,-15.0,15.0,-10.0
1542,-15.0,15.0,10.0
1543,-15.0,16.0,-10.0
1544,-15.0,16.0,10.0
1545,-15.0,17.0,-10.0
1546,-15.0,17.0,10.0
1547,-15.0,18.0,-10.0
1548,-15.0,18.0,10.0
1549,-15.0,19.0,-10.0
1550,-15.0,19.0,10.0
1551,-15.0,20.0,-10.0
1552,-15.0,20.0,10.0
1553,-15.0,21.0,-10.0
1554,-15.0,21.0,10.0
1555,-15.0,22.0,-10.0
1556,-15.0,22.0,10.0
1557,-15.0,23.0,-10.0
1558,-15.0,23.0,10.0
1559,-15.0,24.0,-10.0
1560,-15.0,24.0,10.0
1561,-15.0,25.0,-10.0
1562,-15.0,25.0,10.0
1563,-14.0,-25.0,-10.0
1564,-14.0,-25.0,10.0
1565,-14.0,-24.0,-10.0
1566,-14.0,-24.0,10.0
1567,-14.0,-23.0,-10.0
1568,-14.0,-23.0,10.0
1569,-14.0,-22.0,-10.0
1570,-14.0,-22.0,10.0
1571,-14.0,-21.0,-10.0
1572,-14.0,-21.0,10.0
1573,-14.0,-20.0,-10.0
1574,-14.0,-20.0,10.0
1575,-14.0,-19.0,-10.0
1576,-14.0,-19.0,10.0
1577,-14.0,-18.0,-10.0
1578,-14.0,-18.0,10.0
1579,-14.0,-17.0,-10.0
1580,-14.0,-17.0,10.0
1581,-14.0,-16.0,-10.0
1582,-14.0,-16.0,10.0
1583,-14.0,-15.0,-10.0
1584,-14.0,-15.0,10.0
1585,-14.0,-14.0,-10.0
1586,-14.0,-14.0,10.0
1587,-14.0,-13.0,-10.0
1588,-14.0,-13.0,10.0
1589,-14.0,-12.0,-10.0
1590,-14.0,-12.0,10.0
1591,-14.0,-11.0,-10.0
1592,-14.0,-11.0,10.0
1593,-14.0,-10.0,-10.0
1594,-14.0,-10.0,10.0
1595,-14.0,-9.0,-10.0
1596,-14.0,-9.0,10.0
1597,-14.0,-8.0,-10.0
1598,-14.0,-8.0,10.0
1599,-14.0,-7.0,-10.0
1600,-14.0,-7.0,10.0
1601,-14.0,-6.0,-10.0
1602,-14.0,-6.0,10.0
1603,-14.0,-5.0,-10.0
1604,-14.0,-5.0,10.0
1605,-14.0,-4.0,-10.0
1606,-14.0,-4.0,10.0
1607,-14.0,-3.0,-10.0
1608,-14.0,-3.0,10.0
1609,-14.0,-2.0,-10.0
1610,-14.0,-2.0,10.0
1611,-14.0,-1.0,-10.0
1612,-14.0,-1.0,10.0
1613,-14.0,0.0,-10.0
1614,-14.0,0.0,10.0
1615,-14.0,1.0,-10.0
1616,-14.0,1.0,10.0
1617,-14.0,2.0,-10.0
1618,-14.0,2.0,10.0
1619,-14.0,3.0,-10.0
1620,-14.0,3.0,10.0
1621,-14.0,4.0,-10.0
1622,-14.0,4.0,10.0
1623,-14.0,5.0,-10.0
1624,-14.0,5.0,10.0
1625,-14.0,6.0,-10.0
1626,-14.0,6.0,10.0
1627,-14.0,7.0,-10.0
1628,-14.0,7.0,10.0
1629,-14.0,8.0,-10.0
1630,-14.0,8.0,10.0
1631,-14.0,9.0,-10.0
1632,-14.0,9.0,10.0
1633,-14.0,10.0,-10.0
1634,-14.0,10.0,10.0
1635,-14.0,11.0,-10.0
1636,-14.0,11.0,10.0
1637,-14.0,12.0,-10.0
1638,-14.0,12.0,10.0
1639,-14.0,13.0,-10.0
1640,-14.0,13.0,10.0
1641,-14.0,14.0,-10.0
1642,-14.0,14.0,10.0
1643,-14.0,15.0,-10.0
1644,-14.0,15.0,10.0
1645,-14.0,16.0,-10.0
1646,-14.0,16.0,10.0
1647,-14.0,17.0,-10.0
1648,-14.0,17.0,10.0
1649,-14.0,18.0,-10.0
1650,-14.0,18.0,10.0
1651,-14.0,19.0,-10.0
1652,-14.0,19.0,10.0
1653,-14.0,20.0,-10.0
1654,-14.0,20.0,10.0
1655,-14.0,21.0,-10.0
1656,-14.0,21.0,10.0
1657,-14.0,22.0,-10.0
1658,-14.0,22.0,10.0
